count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
15.0,1.0,0.06666666666666667,1.0,0.00909090909090909,1.0
13.0,1.0,0.07692307692307693,1.0,0.011764705882352941,1.0
2.0,1.0,0.5,1.0,0.08333333333333333,0.0
10.0,1.0,0.1,1.0,0.01694915254237288,0.0
41.0,1.0,0.024390243902439025,3.0,0.0136986301369863,1.0
20.0,1.0,0.05,1.0,0.007518796992481203,1.0
7.0,2.0,0.2857142857142857,2.0,0.06666666666666667,1.0
8.0,2.0,0.25,3.0,0.06,0.0
10.0,1.0,0.1,1.0,0.015384615384615385,1.0
3.0,1.0,0.3333333333333333,1.0,0.05555555555555555,1.0
8.0,1.0,0.125,1.0,0.020833333333333332,0.0
10.0,1.0,0.1,1.0,0.020833333333333332,1.0
7.0,0.0,0.0,1.0,0.02857142857142857,1.0
12.0,1.0,0.08333333333333333,1.0,0.015151515151515152,1.0
27.0,1.0,0.037037037037037035,1.0,0.006024096385542169,0.0
7.0,1.0,0.14285714285714285,1.0,0.02857142857142857,0.0
30.0,2.0,0.06666666666666667,2.0,0.012422360248447204,0.0
8.0,2.0,0.25,2.0,0.043478260869565216,0.0
14.0,1.0,0.07142857142857142,1.0,0.013333333333333334,0.0
5.0,1.0,0.2,1.0,0.029411764705882353,1.0
21.0,3.0,0.14285714285714285,3.0,0.025423728813559324,1.0
12.0,0.0,0.0,1.0,0.017857142857142856,1.0
9.0,1.0,0.1111111111111111,2.0,0.03571428571428571,0.0
10.0,1.0,0.1,1.0,0.020833333333333332,0.0
17.0,1.0,0.058823529411764705,1.0,0.011904761904761904,1.0
3.0,1.0,0.3333333333333333,1.0,0.05,1.0
5.0,1.0,0.2,1.0,0.03225806451612903,1.0
6.0,1.0,0.16666666666666666,1.0,0.038461538461538464,1.0
7.0,1.0,0.14285714285714285,1.0,0.023255813953488372,0.0
8.0,1.0,0.125,1.0,0.020833333333333332,0.0
5.0,1.0,0.2,1.0,0.034482758620689655,1.0
10.0,1.0,0.1,1.0,0.018518518518518517,0.0
29.0,5.0,0.1724137931034483,6.0,0.03680981595092025,1.0
9.0,1.0,0.1111111111111111,1.0,0.022727272727272728,1.0
13.0,1.0,0.07692307692307693,1.0,0.013333333333333334,1.0
4.0,1.0,0.25,1.0,0.04,0.0
13.0,0.0,0.0,1.0,0.014925373134328358,0.0
14.0,1.0,0.07142857142857142,1.0,0.0136986301369863,0.0
18.0,2.0,0.1111111111111111,2.0,0.019417475728155338,0.0
7.0,1.0,0.14285714285714285,1.0,0.030303030303030304,0.0
8.0,1.0,0.125,1.0,0.023255813953488372,1.0
23.0,1.0,0.043478260869565216,1.0,0.006802721088435374,1.0
3.0,1.0,0.3333333333333333,1.0,0.08333333333333333,0.0
16.0,1.0,0.0625,1.0,0.009009009009009009,0.0
19.0,1.0,0.05263157894736842,1.0,0.009523809523809525,1.0
13.0,1.0,0.07692307692307693,1.0,0.0136986301369863,0.0
21.0,1.0,0.047619047619047616,1.0,0.009615384615384616,0.0
24.0,1.0,0.041666666666666664,1.0,0.008130081300813009,0.0
7.0,1.0,0.14285714285714285,1.0,0.024390243902439025,0.0
14.0,1.0,0.07142857142857142,1.0,0.011627906976744186,0.0
32.0,1.0,0.03125,1.0,0.00510204081632653,1.0
3.0,2.0,0.6666666666666666,14.0,0.7777777777777778,0.0
10.0,1.0,0.1,2.0,0.03773584905660377,0.0
12.0,1.0,0.08333333333333333,1.0,0.014084507042253521,1.0
6.0,1.0,0.16666666666666666,1.0,0.02564102564102564,1.0
4.0,1.0,0.25,1.0,0.03571428571428571,1.0
11.0,1.0,0.09090909090909091,1.0,0.017857142857142856,0.0
6.0,1.0,0.16666666666666666,1.0,0.027777777777777776,0.0
